Data,IVVB11,GOLD11,USD,IBOV,IBRA,IBXX,IGPM,IMAB5,IMA-B,IRF-M,IPCA,GOLD,SP500US,SELIC,IMA-S,SP500BR
Dec-1999,,,1.789,17091,,3238,178.099,,,,7.5829210281,16.8,1469.26,509.407776,,2628.50614
Jan-2000,,,1.8024,16388,,3117,180.301,,,,7.6299352646,16.6,1394.46,516.8233913,,2513.3747040000003
Feb-2000,,,1.7685,17660,,3280,180.935,,,876.7265,7.6398539543,16.83,1366.42,524.321954,,2416.51377
Mar-2000,,,1.7473,17820,,3349,181.214,,,893.7862,7.6566619873,15.95,1498.58,531.9207548,,2618.468834
Apr-2000,,,1.8067,15537,,2959,181.635,,,899.7219,7.6888198853,16.8,1452.43,538.8126212,,2624.105281
May-2000,,,1.8266,14956,,2894,182.189,,,912.7307,7.6895885468,16.95,1420.6,546.8617458,,2594.86796
Jun-2000,,,1.8,16727,,3282,183.745,,,933.8281,7.7072749138,17.6,1454.6,554.4726816,,2618.2799999999997
Jul-2000,,,1.7748,16454,,3226,186.634,,,949.4683,7.8313617706,17.32,1430.83,561.7140925,,2539.4370839999997
Aug-2000,,,1.8234,17346,,3442,191.087,,,965.1018,7.9339528084,17.5,1517.68,569.6086311,,2767.337712
Sep-2000,,,1.8437,15928,,3249,193.297,,,977.5661,7.9522008896,17.5,1436.51,576.5784869,,2648.4934869999997
Oct-2000,,,1.909,14867,,3080,194.04,,,988.6078,7.9633340836,17.35,1429.4,584.0035579,,2728.7246
Nov-2000,,,1.9596,13287,,2828,194.599,,,999.0746,7.9888167381,17.78,1314.95,591.1278007,,2576.7760200000002
Dec-2000,,,1.9554,15259,,3211,195.827,,,1018.16,8.0359506607,17.8,1320.28,598.2105014,,2581.675512
Jan-2001,,,1.9711,17672,,3683,197.045,,,1035.831,8.0817556381,17.4,1366.01,605.7782758,,2692.542311
Feb-2001,,,2.0452,15891,,3410,197.491,,,1042.657,8.1189317703,17.85,1239.94,611.9319842,,2535.925288
Mar-2001,,,2.1616,14438,,3197,198.606,,,1041.615,8.1497831345,18.1,1160.33,619.629201,,2508.169328
Apr-2001,,,2.1847,14917,,3358,200.591,,,1050.329,8.197052002,18.81,1249.46,626.9803168,,2729.6952619999997
May-2001,,,2.36,14649,,3418,202.324,,,1065.377,8.2306604385,21.1,1255.82,635.3616017,,2963.7351999999996
Jun-2001,,,2.3049,14559,,3368,204.31,,,1077.435,8.2734594345,21,1224.42,643.4517598,,2822.165658
Jul-2001,,,2.4313,13754,,3260,207.341,,,1091.211,8.3834962845,21,1211.23,653.0905531,,2944.8634989999996
Aug-2001,,,2.5517,12840,,3113,210.211,,,1119.258,8.4421815872,21.85,1133.58,663.54001,,2892.5560859999996
Sep-2001,,,2.6713,10635,,2665,210.853,,,1134.812,8.4658193588,24.8,1040.94,672.3273416,,2780.663022
Oct-2001,,,2.7071,11364,,2830,213.339,,,1158.503,8.5360851288,23.7,1059.78,682.6471462,,2868.930438
Nov-2001,,,2.5287,12931,,3030,215.685,,,1178.987,8.5966920853,22,1139.45,692.1594126,,2881.3272150000003
Dec-2001,,,2.3204,13577,,3182,216.163,,,1201.331,8.6525697708,21.5,1148.08,701.8049419,557.75373481,2664.0048319999996
Jan-2002,,,2.4183,12721,,3089,216.944,,,1219.987,8.6975631714,22.7,1130.2,712.5703448,566.44157096,2733.16266
Feb-2002,,,2.3482,14033,,3440,217.074,,,1239.727,8.7288751602,22.75,1106.73,721.4647577,572.44181093,2598.823386
Mar-2002,,,2.3236,13254,,3404,217.276,,,1257.98,8.7812480927,22.91,1147.39,731.3584405,580.22545356,2666.075404
Apr-2002,,,2.3625,13085,,3430,218.486,,,1273.19,8.8514976501,23.7,1076.87,742.2086344,584.9084876,2544.1053749999996
May-2002,,,2.522,12861,,3404,220.292,,,1292.919,8.8700866699,26.6,1067.13,752.7108077,582.46872538,2691.30186
Jun-2002,,,2.8444,11139,,3134,223.688,,,1293.804,8.9073410034,29,989.82,762.7145813,588.71011791,2815.444008
Jul-2002,,,3.4285,9762,,2819,228.057,,,1310.001,9.013338089,34.9,911.62,774.4255645,592.86320387,3125.4891700000003
Aug-2002,,,3.0223,10382,,2935,233.348,,,1350.058,9.0719242096,31,916.07,785.6036545,600.13076854,2768.6383610000003
Sep-2002,,,3.8949,8622,,2640,238.943,,,1363.969,9.1372423172,37.5,815.29,796.4549336,609.60332805,3175.473021
Oct-2002,,,3.645,10167,,3124,248.199,,,1387.824,9.256939888,35.2,885.76,809.5639861,620.69625866,3228.5952
Nov-2002,,,3.6365,10508,,3167,261.08,,,1412.186,9.5364999771,36.9,936.31,822.0388067,634.35266185,3404.891315
Dec-2002,,,3.5333,11268,,3364,270.867,,,1442.197,9.7367668152,38.9,879.82,836.3624102,647.39276138,3108.6680060000003
Jan-2003,,,3.5258,10941,,3250,277.173,,,1474.307,9.9558439255,40.7,855.7,852.8493419,664.05362342,3017.02706
Feb-2003,,,3.5632,10280,,3152,283.506,,,1502.058,10.112150192,39.5,841.15,868.4597245,677.53191388,2997.18568
Mar-2003,,,3.3531,11273,,3368,287.855,,,1530.873,10.236530304,35.7,848.18,883.8924159,691.40859674,2844.032358
Apr-2003,,,2.8898,12556,,3554,290.512,,,1574.475,10.335824012,31.6,916.92,900.4353018,706.46528038,2649.715416
May-2003,,,2.9656,13421,,3745,289.747,,,1600.675,10.398872375,35,963.59,918.1320294,723.17640133,2857.622504
Jun-2003,,,2.872,12972,,3648,286.843,,,1637.357,10.383274078,32.4,974.5,935.1787983,739.0230041,2798.7639999999997
Jul-2003,,,2.9655,13571,,3938,285.649,,,1674.12,10.40404129,33.551,990.31,954.6702389,756.014257,2936.7643049999997
Aug-2003,,,2.9665,15174,,4361,286.735,,,1718.889,10.439414978,35.7,1008.01,971.6085817,769.82036153,2990.261665
Sep-2003,,,2.9234,16010,,4409,290.127,785.31971189,732.1347792,1754.319,10.52083,35.85,995.97,987.9268355,783.95238497,2911.618698
Oct-2003,,,2.8562,17982,,4774,291.229,801.08254652,749.92119437,1786.1433428,10.55134,35.59,1050.71,1004.1491862,798.09175697,3001.037902
Nov-2003,,,2.9494,20183,,5218,292.657,817.40510351,780.71350614,1824.2488213,10.58721,37.5,1058.2,1017.6402457,812.47474395,3121.05508
Dec-2003,,,2.8892,22236,,6004,294.455,836.36404384,811.97006745,1850.0756928,10.64226349,38.6,1111.92,1031.6149952,824.52363001,3212.5592640000004
Jan-2004,,,2.9409,21851,,5875,297.039,860.04516467,859.64082368,1871.1267753,10.7231447,37.9,1131.11,1044.6912451,836.37456898,3326.481399
Feb-2004,,,2.9138,21755,,6041,299.097,870.41553182,872.12484608,1890.9835151,10.78855588,37,1144.94,1056.0198163,845.25934436,3336.126172
Mar-2004,,,2.9086,22142,,6077,302.484,881.70536815,884.87376837,1920.7615749,10.83926211,39.3,1126.21,1070.583633,856.5161186,3275.694406
Apr-2004,,,2.9447,19607,,5283,306.151,889.93705029,893.73477356,1935.6441444,10.87936737,36.4,1107.3,1083.2363269,863.86358732,3260.66631
May-2004,,,3.1291,19544,,5480,310.152,896.0930294,890.41586751,1935.2818636,10.93485217,39.65,1120.68,1096.5363539,874.36679673,3506.7197880000003
Jun-2004,,,3.1075,21148,,5791,314.419,911.85673099,902.66624537,1976.2684616,11.01248965,38.5,1140.83,1110.0225322,886.04220526,3545.1292249999997
Jul-2004,,,3.0268,22336,,6104,318.532,926.4586533,917.86072679,1998.2677555,11.11270326,38,1101.72,1124.3072944,897.37392474,3334.6860960000004
Aug-2004,,,2.9338,22803,,6347,322.412,936.8380634,926.4479044,2025.8350718,11.18938095,38.4,1104.24,1138.8511744,908.97756032,3239.6193120000003
Sep-2004,,,2.8586,23245,,6719,324.651,949.27058053,938.51740318,2055.6227858,11.22630596,38.5,1114.58,1153.1019276,919.86298735,3186.138388
Oct-2004,,,2.8565,23052,,6861,325.925,958.27782556,947.44502978,2077.4758758,11.27570175,39.1,1130.2,1167.0916355,931.53759883,3228.4163000000003
Nov-2004,,,2.7307,25128,,7240,328.588,969.14926601,958.69877894,2104.4164243,11.35350414,39.12,1173.82,1181.691784,943.36546829,3205.350274
Dec-2004,,,2.6544,26196,,7796,331.005,983.33734661,973.14721851,2135.6702667,11.451144235,37.5,1211.92,1199.2141834,958.30199408,3216.920448
Jan-2005,,,2.6248,24350,,7488,332.298,995.94675539,984.90408844,2158.1791836,11.51756084,35.6,1181.27,1215.8098961,972.16200704,3100.597496
Feb-2005,,,2.595,28139,,8606,333.288,989.86643227,990.2956477,2187.492361,11.58551441,36.5,1203.59,1230.6207193,984.41207098,3123.31605
Mar-2005,,,2.6662,26610,,8117,336.123,1000,1000,2215.4732111,11.65618604,36.9,1180.58,1249.4267953,1000,3147.6623959999997
Apr-2005,,,2.5313,24843,,7493,339.03,1013.3161495,1013.6358145,2247.0056238,11.75759482,35.3,1156.84,1267.062817,1014.3377395,2928.3090919999995
May-2005,,,2.4038,25207,,7612,338.299,1026.7980619,1028.3501107,2283.7175165,11.81520701,32.6,1191.5,1286.107595,1029.7690309,2864.1277
Jun-2005,,,2.3504,25051,,7765,336.801,1029.6836665,1033.6535431,2323.7692947,11.81284396,33.1,1191.33,1306.5001525,1046.4419835,2800.102032
Jul-2005,,,2.3905,26042,,8114,335.663,1033.6250433,1041.2083953,2353.1899391,11.84237611,33.1,1234.18,1326.2458795,1062.4564853,2950.3072899999997
Aug-2005,,,2.3637,28044,,8915,333.474,1045.2317884,1052.2628559,2388.8646159,11.86250814,33,1220.33,1348.2414462,1079.9723624,2884.494021
Sep-2005,,,2.2222,31583,,9981,331.69,1048.7425199,1058.2568856,2430.5384159,11.90402688,33.75,1228.81,1368.507349,1096.6157377,2730.6615819999997
Oct-2005,,,2.2543,30193,,9566,333.694,1056.1654631,1067.7557367,2463.1144941,11.9933071,33.6,1207.01,1387.7644961,1112.3789245,2720.9626430000003
Nov-2005,,,2.207,31916,,10195,335.033,1079.97252,1088.5125688,2508.8819352,12.05927029,35.2,1249.48,1406.9300927,1129.2401721,2757.60236
Dec-2005,,,2.3407,33455,1000,10706,335.006,1101.8601383,1108.3559706,2552.9970747,12.10268367,38.6,1248.29,1427.6622218,1147.2042454,2921.872403
Jan-2006,,,2.216,38382,1177.75,12669,338.083,1134.6954195,1138.1406088,2598.8967453,12.17408953,40.8,1280.08,1448.0680465,1164.4988133,2836.65728
Feb-2006,,,2.1355,38610,1165.09,12525,338.128,1170.1608167,1198.4620044,2641.155792,12.22400327,39.1,1280.66,1464.6493389,1178.3431134,2734.84943
Mar-2006,,,2.1724,37951,1134.73,12171,337.339,1174.7234382,1193.8618271,2677.5333312,12.27656651,40.3,1294.83,1485.4810756,1195.246734,2812.888692
Apr-2006,,,2.0892,40363,1195.54,12836,335.921,1182.9172386,1199.304124,2706.5781251,12.3023473,44,1310.6,1501.4927525,1208.1688962,2738.1055199999996
May-2006,,,2.3005,36530,1098.62,11878,337.185,1162.1162287,1158.7181198,2716.4393691,12.31464965,49.6,1270.08,1520.7323629,1223.6446259,2921.81904
Jun-2006,,,2.1643,36630,1095.39,11830,339.712,1184.6356815,1179.3976804,2765.743777,12.28878894,43,1270.2,1538.7438243,1238.175085,2749.09386
Jul-2006,,,2.1762,37077,1113.1,12028,340.312,1212.8105668,1219.5971615,2808.6259589,12.3121376,44.5,1276.66,1556.7466025,1252.6680277,2778.2674920000004
Aug-2006,,,2.1388,36232,1095.72,11846,341.574,1235.8333193,1246.6245623,2856.7198918,12.31829367,43.7,1303.82,1576.3034594,1268.4098192,2788.6102159999996
Sep-2006,,,2.1742,36449,1098.54,11845,342.561,1244.2307576,1253.8811619,2894.7158872,12.34416212,41.5,1335.85,1592.9698709,1281.814071,2904.40507
Oct-2006,,,2.143,39262,1176.52,12688,344.155,1277.7231899,1288.4923687,2939.4759122,12.384898,42.2,1377.94,1610.4008547,1295.8541938,2952.92542
Nov-2006,,,2.1668,41931,1261.61,13624,346.746,1299.1045115,1315.0218587,2975.8445423,12.423291,45.25,1400.63,1626.8366891,1309.0887513,3034.885084
Dec-2006,,,2.138,44473,1348.29,14567,347.842,1331.0838619,1353.153246,3020.1280336,12.4829228,43.5,1418.3,1642.907982,1322.01743,3032.3253999999997
Jan-2007,,,2.1247,44641,1358.47,14703,349.593,1350.4582395,1373.0498358,3051.5402677,12.53784766,44.9,1438.24,1660.6973649,1336.3509398,3055.8285279999996
Feb-2007,,,2.1182,43892,1324.31,14313,350.524,1364.9401744,1392.0232218,3086.0098701,12.59301423,45.5,1406.82,1675.1860555,1348.0016679,2979.9261239999996
Mar-2007,,,2.0504,45804,1380.32,14922,351.717,1383.9344932,1422.2436637,3128.8244833,12.6396084,44.8,1420.86,1692.81272,1362.2077202,2913.3313439999993
Apr-2007,,,2.0339,48956,1460.01,15788,351.869,1416.6103243,1483.8117554,3184.6298643,12.67120742,46.55,1482.37,1708.80681,1375.0818269,3014.992343
May-2007,,,1.9289,52268,1553.69,16809,352.02,1436.950198,1522.3406154,3230.6985785,12.70668678,44,1530.62,1726.37471,1389.2444704,2952.412918
Jun-2007,,,1.9262,54392,1591,17492,352.936,1453.4213281,1529.5047547,3248.4129577,12.7422655,42.5,1503.35,1742.00917,1401.8436169,2895.7527699999996
Jul-2007,,,1.8776,54182,1611.46,17697,353.92,1456.7204951,1514.9186863,3263.2399484,12.7728469,41.4,1455.27,1758.95246,1415.4989342,2732.414952
Aug-2007,,,1.962,54637,1599.92,17866,357.404,1465.2396104,1506.2321742,3265.1084465,12.83287928,42.4,1473.96,1776.41251,1429.5097447,2891.90952
Sep-2007,,,1.8389,60465,1774.98,19879,361.997,1485.0166614,1543.4688447,3310.7539921,12.8559785,44,1526.75,1790.71181,1441.0867701,2807.540575
Oct-2007,,,1.744,65317,1923.23,21614,365.794,1486.6326421,1539.6754381,3329.9563879,12.89454644,47.5,1549.38,1807.35618,1454.7081038,2702.1187200000004
Nov-2007,,,1.7837,63006,1867.6,21016,368.334,1497.4453149,1532.2317945,3334.6464679,12.94354568,50.3,1481.14,1822.62221,1466.9643796,2641.909418
Dec-2007,,,1.7713,63886,1911.06,21534,374.815,1506.4415747,1543.1847045,3344.237338,13.03932794,48.4,1468.36,1838.01718,1479.4687088,2600.906068
Jan-2008,,,1.7603,59490,1742.41,19670,378.9,1526.9960167,1564.4713285,3380.8717654,13.10974027,51.8,1378.55,1855.09923,1493.5814039,2426.661565
Feb-2008,,,1.6833,63489,1875.02,21034,380.906,1549.2313838,1598.3361064,3425.0801096,13.17397803,52.8,1330.63,1869.98128,1505.7711011,2239.8494790000004
Mar-2008,,,1.7491,60968,1791.87,20077,383.731,1537.5303736,1566.3932646,3423.6616569,13.23721309,51.5,1322.7,1885.77493,1518.6204774,2313.5345700000003
Apr-2008,,,1.6872,67868,1999.74,22451,386.38,1565.0233431,1606.6668257,3441.6311535,13.31001777,46.5,1385.59,1902.77368,1532.3040131,2337.767448
May-2008,,,1.6294,72592,2143.43,24080,392.592,1573.1998768,1626.4719078,3464.5794425,13.41516694,46.6,1400.38,1919.45682,1545.7169442,2281.779172
Jun-2008,,,1.5919,65017,1922.38,21694,400.382,1585.869041,1629.3534666,3457.7471832,13.51494495,47,1280,1937.79895,1560.4257976,2037.632
Jul-2008,,,1.5666,59505,1758.14,19366,407.446,1602.9428249,1643.4357746,3530.3103141,13.58657421,46.5,1267.38,1958.52698,1577.0841252,1985.4775080000002
Aug-2008,,,1.6344,55680,1650.4,18231,406.127,1619.1168496,1652.631619,3577.9459302,13.62461661,44,1282.82,1978.45796,1593.0516603,2096.641008
Sep-2008,,,1.9143,49541,1488.81,16532,406.557,1614.8403447,1625.0875112,3609.7510884,13.6600406,53.9,1164.74,2000.28212,1609.6446562,2229.6617819999997
Oct-2008,,,2.1153,37256,1125.02,12381,410.524,1605.6544008,1562.7741649,3544.2793146,13.72151078,51,968.75,2023.80294,1628.0315898,2049.196875
Nov-2008,,,2.3331,36595,1108.06,12102,412.104,1642.2458308,1615.2352692,3635.9804702,13.77090824,57.8,896.24,2044.44514,1644.3376693,2091.017544
Dec-2008,,,2.337,37550,1138.85,12539,411.575,1714.2297366,1713.3900796,3808.5055074,13.80946674,63.95,903.25,2067.42659,1662.8836391,2110.89525
Jan-2009,,,2.3162,39300,1175.74,12979,409.782,1761.6725052,1787.3239811,3881.4452302,13.87575214,67.5,825.88,2089.08929,1680.600158,1912.9032559999998
Feb-2009,,,2.3784,38183,1162.73,12856,410.849,1789.5362946,1811.5386571,3932.437634,13.95206874,70,735.09,2106.95297,1694.9587142,1748.338056
Mar-2009,,,2.3152,40925,1221.37,13807,407.808,1817.8169251,1840.8903689,4003.980644,13.97997284,67,797.87,2127.40915,1711.4915892,1847.2286239999999
Apr-2009,,,2.1783,47289,1388.5,15626,407.181,1828.5907372,1837.2048188,4014.8010745,14.04707667,62.35,872.81,2145.27021,1725.9098307,1901.242023
May-2009,,,1.973,53197,1536.95,17349,406.885,1868.0050655,1920.1168995,4086.56588,14.11309796,63,919.14,2161.8078,1739.2062044,1813.46322
Jun-2009,,,1.9516,51465,1480.18,16660,406.486,1876.0312965,1929.0810062,4101.3444225,14.16390515,60,919.32,2178.28454,1752.5251484,1794.1449120000002
Jul-2009,,,1.8726,54765,1563.02,17489,404.718,1901.7760685,1953.5675303,4141.1146574,14.19789847,57.1,987.48,2195.49597,1766.3965265,1849.155048
Aug-2009,,,1.8864,56488,1597.17,17823,403.253,1914.5255214,1986.6392734,4174.2943796,14.21919535,56.9,1020.62,2210.72703,1778.6451575,1925.2975680000002
Sep-2009,,,1.7781,61517,1752.66,19573,404.945,1926.9320407,2004.3825404,4195.0637589,14.25332137,57.45,1057.07,2226.06376,1790.976213,1879.576167
Oct-2009,,,1.744,61545,1759.2,19642,405.129,1936.8460675,1981.8785448,4217.2504321,14.2932307,59.3,1036.18,2241.50688,1803.3986363,1807.0979200000002
Nov-2009,,,1.7505,67044,1908.02,21304,405.548,1951.2267772,2002.5000636,4246.5250756,14.35183295,68.21,1095.63,2256.31421,1815.3095533,1917.900315
Dec-2009,,,1.7412,68588,1944.87,21672,404.499,1970.8206821,2038.0860816,4283.5081639,14.40493478,62,1115.1,2272.71445,1828.5053938,1941.61212
Jan-2010,,,1.8748,65401,1866.71,20758,407.049,1994.5585616,2062.2090369,4330.5417866,14.51297181,66,1073.87,2287.7271,1840.5836499,2013.2914759999999
Feb-2010,,,1.811,66503,1915.02,20994,411.843,2019.3515602,2098.3819401,4369.7129026,14.62617298,65.21,1104.49,2301.32401,1851.5171172,2000.23139
Mar-2010,,,1.781,70371,2009.6,22088,415.734,2048.1323049,2139.7735092,4422.1886889,14.70222908,68,1169.43,2318.81551,1865.5865884,2082.75483
Apr-2010,,,1.7306,67529,1937.63,21270,418.917,2051.6472376,2154.2754913,4430.9534974,14.78603181,69,1186.68,2334.25672,1877.9562625,2053.668408
May-2010,,,1.8167,63046,1824.62,19997,423.885,2067.726338,2146.869942,4482.303095,14.84961174,72,1089.41,2351.79569,1892.065469,1979.131147
Jun-2010,,,1.8015,60935,1743.49,19055,427.489,2087.05322,2174.2394,4526.372992,14.8496117,74.1,1030.71,2370.43538,1907.007949,1856.8240650000002
